record_id,date,season,month,leaf_weight_kg,leaf_moisture_percent,withering_time_hours,fermentation_time_hours,drying_temperature_celsius,drying_duration_minutes,ambient_temperature_celsius,humidity_percentage,rainfall_mm,collection_region,powder_weight_kg,yield_percentage
REC-01624,5/19/2023,SW_Monsoon,5,792.67,74.9,16.79,2.53,92.1,28.8,21.3,86.2,12.28,West_Block,177.33,22.37
REC-01625,5/19/2023,SW_Monsoon,5,776.89,78,17.06,2.55,89.4,25.5,21.4,82.6,11.72,East_Block,170.57,21.96
REC-01626,5/19/2023,SW_Monsoon,5,659.07,79.2,14.92,3.18,98.3,21,21.5,88.5,13.5,West_Block,143.44,21.76
REC-01627,5/19/2023,SW_Monsoon,5,404.35,77.4,17.3,3.26,97.1,24,18.5,86.1,12.61,Middle_Division,91.08,22.52
REC-01628,5/18/2023,SW_Monsoon,5,584.23,79.2,16.48,2.41,89.6,23.2,20.2,81.4,11.37,Upper_Division,120.58,20.64
REC-01629,5/18/2023,SW_Monsoon,5,630.47,70,14.29,2.66,97.5,30.1,24,88.8,8.86,East_Block,132.65,21.04
REC-01630,5/18/2023,SW_Monsoon,5,589.96,79.4,15.96,3.85,98.5,27.6,19.5,89,14.21,West_Block,132.48,22.46
REC-01631,5/18/2023,SW_Monsoon,5,610.24,75.4,13.44,2.87,85.2,21,22.7,89.3,14.16,West_Block,130.26,21.35
REC-01632,5/17/2023,SW_Monsoon,5,656.51,74.3,15.76,2.31,97,24.7,23.3,92,13.58,Upper_Division,147.49,22.47
REC-01633,5/17/2023,SW_Monsoon,5,530.3,71.8,17.02,3.49,102.5,28,20.6,82.4,9.99,Lower_Division,118.29,22.31
REC-01634,5/15/2023,SW_Monsoon,5,533.58,72.7,15.66,2.8,96.8,29.2,22,86.5,10.59,Middle_Division,121.52,22.77
REC-01635,5/14/2023,SW_Monsoon,5,471.03,77.7,15.63,2.63,95.9,21.4,21.2,82.7,13.26,Upper_Division,104.53,22.19
REC-01636,5/14/2023,SW_Monsoon,5,595.85,85,17.23,3.14,94.5,23.3,20.9,90.6,9.97,Lower_Division,133.68,22.43
REC-01637,5/14/2023,SW_Monsoon,5,595.31,80,16.67,3.17,99,25.2,18,80.1,11.96,Middle_Division,132.41,22.24
REC-01638,5/13/2023,SW_Monsoon,5,641.06,80.8,15.73,3.48,96.1,25,21.1,89.1,13.05,West_Block,145.57,22.71
REC-01639,5/12/2023,SW_Monsoon,5,476.06,78.4,15.41,2.48,93.6,26.3,22.8,91.1,13.56,Lower_Division,106.48,22.37
REC-01640,5/12/2023,SW_Monsoon,5,522.23,78.6,15.97,2.66,102.6,30.9,24.4,86.5,11.69,Upper_Division,114.52,21.93
REC-01641,5/11/2023,SW_Monsoon,5,521.03,84.4,18.11,2,88.5,23.8,19,86.1,14.38,East_Block,109.71,21.06
REC-01642,5/9/2023,SW_Monsoon,5,473.36,79.9,16.68,3.08,100.9,23.6,23.2,89.4,10.98,Upper_Division,108.53,22.93
REC-01643,5/9/2023,SW_Monsoon,5,579.97,79.4,15.35,2.65,99.4,28.4,24.2,83.1,14,Upper_Division,128.67,22.19
REC-01644,5/9/2023,SW_Monsoon,5,758.84,81.6,16.71,2.19,104.1,27,19.6,81.8,12.53,East_Block,164.6,21.69
REC-01645,5/9/2023,SW_Monsoon,5,405.51,82.5,14.41,3.06,93.2,26.3,23.8,81.5,11.24,Lower_Division,93.54,23.07
REC-01646,5/9/2023,SW_Monsoon,5,464.79,83.9,16.4,3.54,102.7,25.5,24.1,92,13.53,Lower_Division,106.09,22.83
REC-01647,5/9/2023,SW_Monsoon,5,663.07,81,17.54,2.79,99.6,21.1,23.3,82.9,12.89,Upper_Division,144.23,21.75
REC-01648,5/8/2023,SW_Monsoon,5,632.96,75.1,15.11,3.37,96.6,19.8,23.5,84.9,12.9,Upper_Division,141.36,22.33
REC-01649,5/8/2023,SW_Monsoon,5,536.49,74.5,17.02,3.39,100.7,21.8,21,82,11.64,Lower_Division,123.38,23
REC-01650,5/8/2023,SW_Monsoon,5,569.2,75.3,16.89,2.85,99.1,19.9,22.1,83.6,12.58,East_Block,130.16,22.87
REC-01651,5/7/2023,SW_Monsoon,5,402.18,71.1,16.87,3.46,95.8,27.2,22.5,84.2,10.29,Middle_Division,88.06,21.9
REC-01652,5/7/2023,SW_Monsoon,5,516.73,79.5,15.8,2.46,92.1,25.3,23.5,80.5,9.04,East_Block,110.57,21.4
REC-01653,5/7/2023,SW_Monsoon,5,663.61,74.9,12.5,3.79,101.5,27.9,23.3,88.8,13.8,West_Block,144.3,21.74
REC-01654,5/7/2023,SW_Monsoon,5,695.24,77.3,15.44,3.18,94,23,23.9,90.4,13.37,Upper_Division,153.22,22.04
REC-01655,5/7/2023,SW_Monsoon,5,565.9,77.4,13.28,2.78,99.3,26.3,21,91.3,14.94,Lower_Division,129.95,22.96
REC-01656,5/7/2023,SW_Monsoon,5,491.58,74.6,15,2.83,105.1,26.7,23.1,81.5,10.18,East_Block,109.78,22.33
REC-01657,5/7/2023,SW_Monsoon,5,503.54,77.5,15.25,2.65,95.7,22.8,23.3,89.5,12.16,West_Block,115.96,23.03
REC-01658,5/7/2023,SW_Monsoon,5,314.07,77.5,16.67,3.86,85,27.1,23.2,82.9,12.24,West_Block,67.58,21.52
REC-01659,5/7/2023,SW_Monsoon,5,638.3,74.8,15.61,2.28,99.7,25.2,21.8,84,12.54,Upper_Division,138.01,21.62
REC-01660,5/6/2023,SW_Monsoon,5,429.86,78,18.4,3.71,95.3,30.4,21.5,87.1,13.4,Middle_Division,96.15,22.37
REC-01661,5/6/2023,SW_Monsoon,5,533.06,72.7,16.77,2.59,98.8,21.7,23.8,86.2,13.21,Middle_Division,119.23,22.37
REC-01662,5/5/2023,SW_Monsoon,5,527.85,83.5,16.4,2.97,95.7,23.8,21.2,88,10.03,West_Block,118.62,22.47
REC-01663,5/5/2023,SW_Monsoon,5,747.55,82.1,14.35,3.24,100.7,22.4,18.9,82.6,14.1,East_Block,172.09,23.02
REC-01664,5/5/2023,SW_Monsoon,5,661.03,76.4,18.03,2.67,104.2,23.5,18.1,84.2,8.94,West_Block,151.41,22.91
REC-01665,5/4/2023,SW_Monsoon,5,491.05,79.4,17.01,2.86,96.4,25.1,19.3,90.1,10.97,Upper_Division,110.13,22.43
REC-01666,5/3/2023,SW_Monsoon,5,667.98,73.9,16.02,3.11,103.2,23.6,24.8,87.3,13.54,Upper_Division,152.9,22.89
REC-01667,5/3/2023,SW_Monsoon,5,758.1,77.2,15.09,3.01,103.9,18.7,19.2,91.3,10.44,Middle_Division,174.63,23.04
REC-01668,5/3/2023,SW_Monsoon,5,647.9,80.7,16.38,3.21,92.5,22.7,23.2,89.3,13.87,West_Block,143.7,22.18
REC-01669,5/2/2023,SW_Monsoon,5,518.7,76.9,18.53,2.24,106.8,23.9,18.5,87.4,13.99,Lower_Division,118.15,22.78
REC-01670,5/1/2023,SW_Monsoon,5,491.2,74.4,14.9,2.74,91,23.1,23.1,87.3,8.87,Lower_Division,109.67,22.33
REC-01671,5/1/2023,SW_Monsoon,5,663.25,77.7,17.39,3.12,97.2,31.1,19,83.1,12.24,East_Block,140.77,21.22
REC-01672,5/1/2023,SW_Monsoon,5,525.42,77.4,19.36,2.08,93.5,24.6,19.6,91.2,11.22,East_Block,110.49,21.03
REC-01673,5/1/2023,SW_Monsoon,5,271.42,77,15.96,2.7,103.1,30.3,21,89.5,12.74,Middle_Division,60.68,22.36
REC-01674,5/1/2023,SW_Monsoon,5,558.35,77.7,16.3,3.45,97.8,22.7,24.2,83,8.48,Upper_Division,126.22,22.61
REC-01675,5/1/2023,SW_Monsoon,5,391.7,76.2,15.76,2.74,99.7,22.8,21.9,90.5,11.74,Lower_Division,89.89,22.95
REC-01676,5/1/2023,SW_Monsoon,5,506.12,78.8,16.44,3.28,105.5,20.1,20.3,91.6,9.94,Lower_Division,114.3,22.58
REC-01677,4/30/2023,SW_Monsoon,4,627.91,73.3,15.93,3.53,96.8,26.4,23.9,91,11.57,Lower_Division,143.24,22.81
REC-01678,4/30/2023,SW_Monsoon,4,518.01,76.9,15.26,2.6,107.2,31.5,18.4,88.6,9,Lower_Division,118.42,22.86
REC-01679,4/30/2023,SW_Monsoon,4,336.73,75.5,16.71,2.35,106.8,26.3,18.9,82.3,13.78,Middle_Division,73.75,21.9
REC-01680,4/29/2023,SW_Monsoon,4,742.68,77,14.69,3.04,106.6,28.7,21.8,86.1,8.7,West_Block,165.48,22.28
REC-01681,4/29/2023,SW_Monsoon,4,499.02,81.3,14.47,2.63,92.6,19.4,21.9,85.3,10.24,Lower_Division,112.18,22.48
REC-01682,4/28/2023,SW_Monsoon,4,556.91,74.4,15.63,3.29,93.6,25.4,18.6,89.2,12.23,Upper_Division,122.81,22.05
REC-01683,4/27/2023,SW_Monsoon,4,357.32,79.5,15.89,2.62,102.3,27.3,23.5,83.3,11.01,Lower_Division,81.4,22.78
REC-01684,4/27/2023,SW_Monsoon,4,528.6,82,14.13,4.5,103.3,25.2,19.6,88,13.65,East_Block,113.66,21.5
REC-01685,4/27/2023,SW_Monsoon,4,630.97,79.3,15.61,3.08,102.2,27.4,24.7,85.9,12.08,Upper_Division,141.99,22.5
REC-01686,4/27/2023,SW_Monsoon,4,715.4,76,15.45,3.06,98.5,25.1,18.8,82.4,14.33,West_Block,164.54,23
REC-01687,4/26/2023,SW_Monsoon,4,534.41,77.4,14.98,2.59,100,23.6,22.6,91.7,13.85,Lower_Division,122.95,23.01
REC-01688,4/26/2023,SW_Monsoon,4,624.95,74.8,19.96,3.61,96.2,28.6,23.7,82.9,13.47,Middle_Division,130.54,20.89
REC-01689,4/26/2023,SW_Monsoon,4,457.87,75.9,18.17,2.84,100.5,31.3,24.1,86.3,10.82,Middle_Division,102.34,22.35
REC-01690,4/26/2023,SW_Monsoon,4,723.74,78.5,15.58,3.04,95.9,27.1,20,83.3,11.27,Lower_Division,166.22,22.97
REC-01691,4/26/2023,SW_Monsoon,4,702.82,75.2,17.05,3.14,97.8,27.1,21.7,89.8,11.51,East_Block,159.72,22.73
REC-01692,4/23/2023,SW_Monsoon,4,619.12,71.1,18.72,2.78,97.4,24.9,19.5,82.1,11.72,Middle_Division,138.33,22.34
REC-01693,4/23/2023,SW_Monsoon,4,542.47,75.7,17.4,4.26,94.6,19.6,22.5,80,14.79,Upper_Division,113.86,20.99
REC-01694,4/22/2023,SW_Monsoon,4,595.75,80.8,17.23,3.2,97.4,24.5,22,91.6,14.88,East_Block,134.9,22.64
REC-01695,4/22/2023,SW_Monsoon,4,420.9,78.2,15.38,3.31,92.3,20.3,20.8,84.5,14.92,West_Block,96.15,22.84
REC-01696,4/22/2023,SW_Monsoon,4,704.26,81.1,14.19,2.95,100,21.5,19.9,86.9,14.86,West_Block,154.88,21.99
REC-01697,4/22/2023,SW_Monsoon,4,583.42,78.6,19.32,2.81,105.8,22.7,21.5,91.2,14.31,Middle_Division,134.03,22.97
REC-01698,4/22/2023,SW_Monsoon,4,488.07,74.6,15.72,4.26,98.7,23.2,21.8,83.5,10.17,East_Block,109.58,22.45
REC-01699,4/21/2023,SW_Monsoon,4,722.87,82.3,17.24,2.83,97.8,28.9,18.8,85.5,14.44,Middle_Division,152.62,21.11
REC-01700,4/21/2023,SW_Monsoon,4,606.65,76.2,16.68,2.66,104.5,24.4,22.8,88.4,14.77,West_Block,139.31,22.96
REC-01701,4/20/2023,SW_Monsoon,4,408.46,79.4,16.2,4.1,88.4,24.6,24.9,86.5,9.95,Middle_Division,87.14,21.33
REC-01702,4/20/2023,SW_Monsoon,4,502.22,80.3,15.94,3.13,97.9,28.5,18.8,85.7,10.24,East_Block,115.18,22.94
REC-01703,4/20/2023,SW_Monsoon,4,704.26,82.4,16.08,2.7,91.4,25.4,20.8,80.4,13.36,Lower_Division,162.08,23.01
REC-01704,4/20/2023,SW_Monsoon,4,361.33,79.2,16.15,3.76,97.8,18,20,85.7,14.15,West_Block,78.74,21.79
REC-01705,4/19/2023,SW_Monsoon,4,466.93,73.8,15.94,2.58,105.1,25.6,24.8,88.3,11.61,Lower_Division,107.49,23.02
REC-01706,4/18/2023,SW_Monsoon,4,600.09,77.4,15.48,3.17,97.3,26.1,24.7,81.7,14.83,East_Block,138.02,23
REC-01707,4/18/2023,SW_Monsoon,4,900,77.1,15,2.66,101.5,23.2,22.5,82.2,10.05,West_Block,207.22,23.02
REC-01708,4/18/2023,SW_Monsoon,4,311.22,77.4,17.94,2.9,94.8,27.7,20.3,84.6,13.55,Middle_Division,71.41,22.94
REC-01709,4/17/2023,SW_Monsoon,4,334.18,77,16.11,2.49,94.4,24.1,18.4,90.7,14.54,Middle_Division,75.07,22.46
REC-01710,4/17/2023,SW_Monsoon,4,551.78,77.5,17.4,2.91,97.6,23.9,19.7,83.2,14.96,Middle_Division,126.35,22.9
REC-01711,4/17/2023,SW_Monsoon,4,511.71,74.8,17.52,2.82,102.1,23.2,22.3,84.4,12.82,West_Block,114.24,22.32
REC-01712,4/17/2023,SW_Monsoon,4,814.81,80.3,13.47,2.46,101.9,26.5,19.6,91.7,12.77,West_Block,184.09,22.59
REC-01713,4/17/2023,SW_Monsoon,4,519.62,76.6,14.19,3.8,94.7,26.5,20.3,85.3,13.48,Middle_Division,109.89,21.15
REC-01714,4/17/2023,SW_Monsoon,4,345.87,75.5,17.44,3.29,106.1,23.7,19.6,84.7,11.77,Middle_Division,75.48,21.82
REC-01715,4/17/2023,SW_Monsoon,4,669,79.3,16.9,3.69,94.6,25.9,18.2,89.9,13.5,Lower_Division,149.91,22.41
REC-01716,4/16/2023,SW_Monsoon,4,476.78,74.6,15.92,3.35,89.7,28.3,23.8,85,14.33,West_Block,102.77,21.55
REC-01717,4/16/2023,SW_Monsoon,4,422.95,72.9,14.36,3.22,100.1,27.8,19,85.6,14.99,Middle_Division,96.72,22.87
REC-01718,4/16/2023,SW_Monsoon,4,610.54,77.5,15.16,2.63,95.9,22.5,19.8,84.5,14.01,East_Block,139.56,22.86
REC-01719,4/16/2023,SW_Monsoon,4,610.99,82.6,18.49,3.63,93.6,28,22.3,88.2,10.9,Middle_Division,131.55,21.53
REC-01720,4/15/2023,SW_Monsoon,4,581.14,75.7,14.54,3.58,95.7,30.6,20.2,82.5,10.92,West_Block,130.65,22.48
REC-01721,4/15/2023,SW_Monsoon,4,529.67,80,15.41,3.04,92.4,32.9,23.2,91.7,14.19,Middle_Division,115.48,21.8
REC-01722,4/15/2023,SW_Monsoon,4,571.5,80.7,14.06,2.25,99.5,28,18.1,84.7,14.27,Lower_Division,123.22,21.56
REC-01723,4/14/2023,SW_Monsoon,4,504.67,72.7,15.64,2.97,97.9,27,20.9,83.4,10.17,Upper_Division,112.35,22.26
REC-01724,4/13/2023,SW_Monsoon,4,725.08,78.9,16.4,3.28,99.4,25.7,21.3,83.7,11.71,West_Block,166.78,23
REC-01725,4/13/2023,SW_Monsoon,4,613.57,73.4,14.4,4.1,94,23.8,19.5,90.5,11.59,West_Block,132.89,21.66
REC-01726,4/13/2023,SW_Monsoon,4,552.25,76.3,16.41,3.48,91.6,27.4,20.2,91.9,12.37,Upper_Division,125.02,22.64
REC-01727,4/12/2023,SW_Monsoon,4,648.8,73.7,17.89,2.73,92.3,27.1,20.4,83.7,9.72,Middle_Division,140.93,21.72
REC-01728,4/12/2023,SW_Monsoon,4,391.37,77.9,15.1,3.71,103.2,23,24.4,91.8,11.21,Lower_Division,90.66,23.17
REC-01729,4/11/2023,SW_Monsoon,4,485.04,77.2,15.66,3.66,97.1,25.1,24.2,82.6,9.56,Middle_Division,107.45,22.15
REC-01730,4/11/2023,SW_Monsoon,4,493.3,83.1,14.21,3.48,96.6,20.9,21.7,91.4,9.09,Upper_Division,105.09,21.3
REC-01731,4/11/2023,SW_Monsoon,4,479.24,75.9,15.84,2.7,99.1,24.9,24.7,85.1,10.71,Lower_Division,110.25,23.01
REC-01732,4/10/2023,SW_Monsoon,4,381.32,76.7,13.7,3.03,91,20,19.1,83.7,11.72,East_Block,82.87,21.73
REC-01733,4/10/2023,SW_Monsoon,4,570.9,81.8,15.41,3.02,97.6,27.3,23.1,81.1,13.18,East_Block,128.45,22.5
REC-01734,4/9/2023,SW_Monsoon,4,550.54,78.6,17.05,2.64,97.8,23,19.2,83.1,13.32,Lower_Division,126.5,22.98
REC-01735,4/9/2023,SW_Monsoon,4,581.37,73.8,15.38,3.56,93.1,24.4,19.9,85.4,13.46,East_Block,129.32,22.24
REC-01736,4/9/2023,SW_Monsoon,4,444.42,76.5,14.8,3.77,105.2,25.4,20.6,89,13.72,Lower_Division,101.27,22.79
REC-01737,4/8/2023,SW_Monsoon,4,522.41,78.2,13.55,2.66,94.7,26.9,22.3,83.6,12.59,Middle_Division,117.59,22.51
REC-01738,4/7/2023,SW_Monsoon,4,510.63,77.7,15.93,3.14,98.1,25.8,18.7,88.8,9.1,Middle_Division,116.47,22.81
REC-01739,4/7/2023,SW_Monsoon,4,717.62,80.6,16.71,3.69,106.6,24.7,19.6,81.9,11,Upper_Division,155.4,21.65
REC-01740,4/7/2023,SW_Monsoon,4,471.33,72.6,15.24,3.72,100.6,27.5,18.7,91.2,10.58,Middle_Division,105.4,22.36
REC-01741,4/7/2023,SW_Monsoon,4,570.25,85,16.35,3.04,99.7,31.6,20.7,85.6,12.57,Middle_Division,126.57,22.2
REC-01742,4/6/2023,SW_Monsoon,4,291.29,75.9,16.4,2.6,108.2,24.4,25,80.6,12.98,Upper_Division,67.31,23.11
REC-01743,4/6/2023,SW_Monsoon,4,479.78,78.1,18.58,3.94,94.2,23,24.7,89.5,9.33,West_Block,110.17,22.96
REC-01744,4/4/2023,SW_Monsoon,4,567.42,78.4,14.58,3.04,94.1,28.1,23.1,83,14.26,West_Block,126.41,22.28
REC-01745,4/4/2023,SW_Monsoon,4,531.77,75.1,16.51,2.98,103.7,26.4,22.8,83.4,8.52,Lower_Division,121.92,22.93
REC-01746,4/4/2023,SW_Monsoon,4,498.26,81.3,15.3,3.22,97.5,22.7,24.7,87.7,11.37,West_Block,110.49,22.18
REC-01747,4/3/2023,SW_Monsoon,4,480.79,81.8,13.96,4.13,109.2,22.9,23,86.9,14.75,West_Block,106.76,22.21
REC-01748,4/3/2023,SW_Monsoon,4,471.86,74.3,16.36,2.06,101.5,30.9,24.4,85.5,14.92,West_Block,103.16,21.86
REC-01749,4/2/2023,SW_Monsoon,4,622.63,74.6,14.7,2.99,94.8,24.4,23.2,85.5,9.42,Middle_Division,135.62,21.78
REC-01750,4/1/2023,SW_Monsoon,4,475.03,72.2,16.23,2.23,89.3,27,20.4,85,13.65,West_Block,103.01,21.68
REC-01751,4/1/2023,SW_Monsoon,4,317.21,77.2,16.08,3.19,106.5,31.2,23.6,91.7,12.53,Middle_Division,72.2,22.76
REC-01752,4/1/2023,SW_Monsoon,4,532.61,75.3,15.85,3.83,99.1,30.2,21.4,85.2,10.27,Middle_Division,114.05,21.41
REC-01753,3/31/2023,Western,3,450.62,82.4,16.47,3.13,94.6,18.3,16.1,76.2,4.3,Upper_Division,87.18,19.35
REC-01754,3/30/2023,Western,3,411.4,81.6,17.14,2.5,95,26.9,19.3,80,2.46,Lower_Division,85.98,20.9
REC-01755,3/30/2023,Western,3,665.26,77.8,14.87,3.95,94.7,26.9,16.3,80.1,3.59,Upper_Division,124.98,18.79
REC-01756,3/29/2023,Western,3,433.69,80.2,17.27,3.45,110,26.4,20.8,73.2,3.8,East_Block,86.8,20.01
REC-01757,3/29/2023,Western,3,493,83,15.81,3.18,98.9,26.8,16.6,70.2,3.98,Middle_Division,101.99,20.69
REC-01758,3/29/2023,Western,3,800.2,78.5,12.57,3.39,101.6,26.6,21.9,84.2,4.41,West_Block,164.41,20.55
REC-01759,3/29/2023,Western,3,514.23,77.6,15.22,2.43,97,24.7,20.7,82,4.82,West_Block,101.66,19.77
REC-01760,3/28/2023,Western,3,454.13,80.6,17.54,3.08,104.9,23,18.6,78.5,4.81,East_Block,92.84,20.44
REC-01761,3/28/2023,Western,3,379.35,80.1,16.88,3.15,96.7,22.3,19.3,76.7,2.2,Lower_Division,77.03,20.3
REC-01762,3/28/2023,Western,3,541.02,76.2,14.63,2.72,98.5,20.5,15.2,71.9,2.13,Middle_Division,107.68,19.9
REC-01763,3/28/2023,Western,3,663.83,71.6,15.04,2.48,95.9,28.7,15.2,79.4,2.98,East_Block,130.19,19.61
REC-01764,3/28/2023,Western,3,597.06,78.5,12.86,3.77,93.7,22.7,19.5,80.3,2.9,East_Block,113.14,18.95
REC-01765,3/27/2023,Western,3,534.39,78.4,17.33,3.42,101,18,21.4,73.5,2.52,East_Block,107.08,20.04
REC-01766,3/27/2023,Western,3,618.96,77.4,14.99,3.71,103,25.9,19.7,83,4.85,Middle_Division,123.61,19.97
REC-01767,3/26/2023,Western,3,721.18,77.8,14.12,2.47,94.1,20.5,18.4,84.3,4.47,Middle_Division,142.45,19.75
REC-01768,3/26/2023,Western,3,425.06,81.5,16.99,2.98,100.6,24.7,19.6,70.4,2.5,Middle_Division,90.24,21.23
REC-01769,3/25/2023,Western,3,612.1,76,15.04,3.56,95.6,25.9,17.1,81.9,3.01,Middle_Division,124.94,20.41
REC-01770,3/25/2023,Western,3,629.73,77.2,17.84,2.97,88.6,28.6,18.4,78.8,4.58,Upper_Division,119.56,18.99
REC-01771,3/25/2023,Western,3,482.81,74.9,14.26,2.66,90.4,31.2,21.3,75,4.5,East_Block,90.99,18.85
REC-01772,3/25/2023,Western,3,652.5,77.8,15.65,3.4,93,24.5,18.9,82.5,3.03,Upper_Division,130.8,20.05
REC-01773,3/24/2023,Western,3,624.41,78,14.78,3.84,98.1,21.7,19,77.4,3.39,Lower_Division,125.36,20.08
REC-01774,3/24/2023,Western,3,669.86,80.6,12,3.32,98.1,21.1,18.7,79.4,3.8,East_Block,125.41,18.72
REC-01775,3/24/2023,Western,3,541.19,81.2,15.68,2.66,97.4,23.4,21.4,72.3,1.86,Middle_Division,107.95,19.95
REC-01776,3/23/2023,Western,3,637.31,72.2,15.78,2.61,96.9,24.9,16.3,77,4.45,Middle_Division,129.14,20.26
REC-01777,3/23/2023,Western,3,343.14,75.6,17.76,3.24,101.8,25.8,15.8,73.8,2.26,Middle_Division,71.9,20.95
REC-01778,3/23/2023,Western,3,445.33,79.1,15.75,3.11,93.1,25.2,21.6,76.7,3.12,Upper_Division,87.56,19.66
REC-01779,3/23/2023,Western,3,612.43,70,12,2.24,101.6,23.3,19.8,81.6,4.13,Middle_Division,114.82,18.75
REC-01780,3/21/2023,Western,3,477.5,79.2,14.51,3.58,97.2,26.6,16.9,78.9,2.61,East_Block,92.71,19.42
REC-01781,3/21/2023,Western,3,692.43,79.9,18.02,2.83,99.5,26.3,19.6,76.3,4.1,West_Block,146.44,21.15
REC-01782,3/21/2023,Western,3,426.72,77.9,15.79,2.17,100.1,24.5,17.7,82.1,3.48,East_Block,85.66,20.07
REC-01783,3/21/2023,Western,3,526.06,77.4,13.22,3.34,97.2,25.2,21,84.4,2.26,Lower_Division,109.8,20.87
REC-01784,3/21/2023,Western,3,554.19,80.8,14.48,3.24,98.1,21.1,16.7,71.9,4.19,East_Block,108.39,19.56
REC-01785,3/21/2023,Western,3,631.84,73.5,17.89,3.04,100.4,22.3,16.2,80.8,4.03,Middle_Division,126.95,20.09
REC-01786,3/20/2023,Western,3,396.01,78.7,14.63,3.82,94.7,24.4,19.8,75.3,4.94,East_Block,74.4,18.79
REC-01787,3/20/2023,Western,3,557.69,83.9,15.78,2.86,106.6,26.3,19.4,79,3.89,East_Block,108.18,19.4
REC-01788,3/20/2023,Western,3,729.52,75.9,15.56,2.47,95.9,22.6,20.1,77.1,4.03,Upper_Division,147.1,20.16
REC-01789,3/19/2023,Western,3,552.95,74.1,17.69,3.11,105.5,22.7,21.3,70.8,3.64,West_Block,107.34,19.41
REC-01790,3/19/2023,Western,3,251.17,79.2,15,2.62,96.6,19.4,19.6,74.8,3.1,East_Block,50.29,20.02
REC-01791,3/18/2023,Western,3,679.33,75.3,16.18,3.37,103,26.2,20.4,78.6,4.64,Lower_Division,141.23,20.79
REC-01792,3/18/2023,Western,3,588.39,75.7,17.41,4.39,102.9,21.5,20.7,71.6,3.29,East_Block,114.13,19.4
REC-01793,3/18/2023,Western,3,737.81,78.1,16.75,2.61,93,25.9,16.5,84.8,4.05,West_Block,151.4,20.52
REC-01794,3/18/2023,Western,3,530.81,79.9,15.17,2.93,98.1,22.3,15.9,75.1,4.24,West_Block,110.31,20.78
REC-01795,3/18/2023,Western,3,740.49,78.8,17,2.53,100,22,17.8,78.5,3.53,West_Block,153.98,20.79
REC-01796,3/17/2023,Western,3,580.11,78.8,16.55,2.2,97.6,22.4,15.9,71.1,3.98,West_Block,123.88,21.35
REC-01797,3/17/2023,Western,3,592.12,77.7,16.83,3.17,97.9,22,21.9,70.3,3.5,West_Block,123.25,20.82
REC-01798,3/17/2023,Western,3,364.28,73.7,16.52,3.78,99.7,22.8,16.9,82.3,4.08,Upper_Division,71.28,19.57
REC-01799,3/17/2023,Western,3,564.44,72.2,14.15,2.96,99.2,24.7,17.7,80,4.92,West_Block,114.31,20.25
REC-01800,3/17/2023,Western,3,456.97,80.2,19.22,2.87,102.5,21.7,16.8,75.6,2.68,Upper_Division,86.34,18.89
REC-01801,3/16/2023,Western,3,250,84.4,17.61,2.16,100.9,25.1,17.3,82.4,4.09,East_Block,46.78,18.71
REC-01802,3/16/2023,Western,3,534.27,78.4,15.49,3.18,98.9,26.4,15.6,70.9,3.68,East_Block,110.22,20.63
REC-01803,3/16/2023,Western,3,458.72,78.6,14.2,4.03,98.9,27.8,18.7,83.2,4.37,Upper_Division,89.81,19.58
REC-01804,3/14/2023,Western,3,338.19,72.7,15.29,2.29,87.4,25.9,19.9,79.5,4.81,Middle_Division,65.38,19.33
REC-01805,3/14/2023,Western,3,519.9,79.4,13.81,3.43,100.5,25.3,18.7,70.3,1.91,West_Block,106.29,20.44
REC-01806,3/14/2023,Western,3,692.7,77.3,13.88,4.18,102.4,19.7,21.7,71.3,4.8,West_Block,133.47,19.27
REC-01807,3/13/2023,Western,3,535.47,79.4,14.89,2.56,102.6,19.9,17.7,83.6,4.52,East_Block,104.88,19.59
REC-01808,3/13/2023,Western,3,490.54,80.5,17.75,3.65,91,28,18.9,81.3,4.53,Upper_Division,96.26,19.62
REC-01809,3/12/2023,Western,3,514.25,73.6,17.21,2.89,90.8,25,21.3,79.3,4.52,West_Block,102.58,19.95
REC-01810,3/11/2023,Western,3,606.65,84.8,16.21,3.08,94.2,23.7,17.4,79.4,1.84,East_Block,114.55,18.88
REC-01811,3/11/2023,Western,3,657.22,80.3,15.22,3.51,98.3,24.5,17,71.5,3.26,West_Block,133.18,20.26
REC-01812,3/10/2023,Western,3,459.18,79.4,16.49,2.94,92.3,24.6,21.1,71.8,3.72,Upper_Division,90.51,19.71
REC-01813,3/10/2023,Western,3,554.85,79.9,15.19,3.61,98.5,25.2,21.5,80.9,2.55,Middle_Division,112.71,20.31
REC-01814,3/9/2023,Western,3,757.57,79.7,14.76,2.54,96.8,27.5,20.1,73.4,4.86,Lower_Division,153.72,20.29
REC-01815,3/8/2023,Western,3,536.15,77.3,15.17,3.44,99.4,30.3,20.9,77,4.28,East_Block,103.05,19.22
REC-01816,3/8/2023,Western,3,791.41,78.4,16.45,2.58,104.7,27.5,21.8,73.4,2.31,East_Block,160.89,20.33
REC-01817,3/8/2023,Western,3,548.59,76.1,15.95,3.28,100.8,18,19.1,73.3,3.42,Lower_Division,113.99,20.78
REC-01818,3/8/2023,Western,3,700.12,78.6,14.24,2.35,105.6,23.1,15.8,79.7,4.19,Lower_Division,142.6,20.37
